model_name,protein_size,qmean4_zscore,qmean4_norm,qmeandisco
8DRG_A.pdb,118,-1.2,0.72,0.92
1XS1_A.pdb,193,1.07,0.82,0.9
5S9G_A.pdb,119,0.91,0.83,0.87
7AWK_A.pdb,120,0.59,0.82,0.89
4C6A_A.pdb,151,0.41,0.8,0.89
3CB7_A.pdb,126,-0.44,0.76,0.86
3QHE_B.pdb,10,-2.3,0.49,0
7EQZ_I.pdb,35,-0.87,0.66,0.79
5HAL_A.pdb,103,0.41,0.81,0.85
3ITF_A.pdb,103,1.44,0.87,0.67
4OZK_A.pdb,49,0,0.78,0.85
2CZV_C.pdb,118,0.75,0.83,0.93
7TT9_A.pdb,116,1.04,0.84,0.87
3WZ3_A.pdb,130,-0.29,0.77,0.8
3ABD_X.pdb,21,2.02,1,0.63
4NG2_E.pdb,94,-3.95,0.57,0.77
3LCZ_A.pdb,53,0.51,0.84,0.81
7LWR_A.pdb,54,0.15,0.8,0.8
1DYO_A.pdb,153,-0.95,0.73,0.89
8GN3_A.pdb,57,-1.09,0.7,0.79
8OZB_E.pdb,76,0.9,0.86,0.9
6GBO_A.pdb,73,-0.05,0.79,0.79
1HRU_A.pdb,184,-0.36,0.77,0.83
4OYD_B.pdb,117,2.53,0.92,0.83
3BYP_A.pdb,82,2.16,0.93,0.85
2GFF_A.pdb,94,-1.02,0.74,0.86
1EZG_A.pdb,82,1.15,0.87,0.84
1XUV_A.pdb,160,-1.37,0.72,0.86
2QYW_A.pdb,92,0.5,0.82,0.85
1SZ9_A.pdb,143,-0.28,0.77,0.9
4EO7_A.pdb,143,0.26,0.8,0.82
3I8N_A.pdb,118,0.73,0.83,0.75
4ALZ_A.pdb,194,2.96,0.9,0.86
7SAW_A.pdb,16,-1,0.64,0.53
1Q1U_A.pdb,138,-0.15,0.77,0.88
2ZEQ_A.pdb,78,0.85,0.85,0.79
7WR2_A.pdb,136,0.53,0.81,0.89
3PC7_A.pdb,80,0.19,0.81,0.85
3NJN_A.pdb,114,2.04,0.9,0.74
4JOX_A.pdb,118,-0.6,0.75,0.87
2D9R_A.pdb,83,0.28,0.81,0.83
5TDR_A.pdb,70,-0.9,0.74,0.94
3DED_A.pdb,84,1.43,0.88,0.86
4G2B_A.pdb,169,0.34,0.8,0.9
1GVP_A.pdb,87,1.25,0.87,0.72
1BTE_B.pdb,94,-0.43,0.77,0.78
4K2H_A.pdb,185,0.13,0.79,0.96
6UUQ_B.pdb,9,-2.64,0.45,0
4UDE_A.pdb,85,0.33,0.82,0.86
1VGJ_A.pdb,181,0.97,0.82,0.83
1OW4_A.pdb,120,1.09,0.84,0.85
3BCW_A.pdb,116,0.53,0.81,0.92
4X9J_A.pdb,86,-0.67,0.75,0.79
2ASF_A.pdb,124,0.15,0.79,0.94
7XUY_A.pdb,64,0.82,0.85,0.82
1NEP_A.pdb,130,1.62,0.87,0.85
3AYH_A.pdb,134,-1.65,0.7,0.83
3OYY_B.pdb,186,-0.55,0.76,0.85
5UMP_A.pdb,121,1.2,0.85,0.91
5HOB_A.pdb,45,0.29,0.81,0.76
3BJK_A.pdb,140,0.41,0.8,0.86
1MY7_A.pdb,107,0.61,0.82,0.87
1A6J_A.pdb,150,0.14,0.79,0.87
1V37_A.pdb,171,0.84,0.82,0.93
8I11_A.pdb,128,-0.41,0.76,0.84
1W0N_A.pdb,120,-0.08,0.78,0.87
4JDN_A.pdb,142,0.51,0.81,0.93
2YIL_A.pdb,131,-0.14,0.78,0.91
4BOP_A.pdb,149,0.2,0.79,0.94
4DT5_A.pdb,143,-0.25,0.77,0.76
6MYI_A.pdb,137,0.82,0.82,0.89
1JMV_A.pdb,140,-0.54,0.75,0.86
2IMJ_A.pdb,156,-0.96,0.73,0.93
4BHB_A.pdb,165,0.42,0.8,0.9
4OD6_A.pdb,82,1.53,0.89,0.86
6NX5_A.pdb,83,0.76,0.84,0.84
7YUJ_A.pdb,149,0.48,0.8,0.91
2P0H_A.pdb,118,0.48,0.81,0.9
5N5E_A.pdb,98,1.52,0.88,0.83
7C31_A.pdb,47,-0.29,0.75,0.85
1T3U_A.pdb,90,0.34,0.81,0.84
7O97_A.pdb,73,0.27,0.82,0.8
1Y93_A.pdb,158,0.13,0.79,0.88
1BXY_A.pdb,60,0.24,0.81,0.78
3OIO_A.pdb,111,0.39,0.81,0.86
8SRZ_A.pdb,88,-0.58,0.76,0.96
2AUW_A.pdb,148,-0.59,0.75,0.89
2RK5_A.pdb,86,0.16,0.8,0.86
6D71_A.pdb,172,0.72,0.81,0.9
3NOH_A.pdb,120,0.9,0.83,0.88
2CS7_A.pdb,55,1.07,0.88,0.88
3R90_A.pdb,185,0.26,0.79,0.87
3NPH_B.pdb,131,-1.24,0.72,0.84
3POJ_A.pdb,113,1.69,0.88,0.86
7ZVO_A.pdb,131,0.74,0.82,0.88
3FXH_A.pdb,110,-0.78,0.75,0.9
4IKB_A.pdb,127,-0.29,0.77,0.81
6WK3_A.pdb,145,0.96,0.83,0.9
6TYY_A.pdb,145,0.14,0.79,0.9
7TXN_A.pdb,104,-0.69,0.75,0.87
2YNQ_A.pdb,149,0.43,0.8,0.82
5KSO_A.pdb,166,0.33,0.8,0.89
2OU5_A.pdb,173,0.94,0.82,0.9
4NPD_A.pdb,58,0.62,0.85,0.76
2OO2_A.pdb,76,0.84,0.85,0.85
4DJB_A.pdb,114,-0.02,0.79,0.81
2VQE_T.pdb,99,-1.67,0.7,0.75
4YX7_A.pdb,65,-1.89,0.67,0.65
5IG6_A.pdb,115,0.3,0.8,0.86
6DNQ_E.pdb,54,0.71,0.85,0.75
5HNO_B.pdb,168,-0.55,0.76,0.89
1LNG_A.pdb,87,0.95,0.85,0.9
3DPJ_A.pdb,187,-3.3,0.65,0.76
7DPY_A.pdb,90,-0.68,0.75,0.88
4WVR_A.pdb,98,0.78,0.84,0.89
2X32_A.pdb,174,0.34,0.8,0.85
3ZZP_A.pdb,74,1.32,0.88,0.76
7DS2_C.pdb,23,-0.48,0.71,0.62
5GVO_A.pdb,18,-6.44,0.0012,0.36
3P9V_A.pdb,156,0.76,0.82,0.9
1NWZ_A.pdb,125,0.14,0.79,0.87
2ES9_A.pdb,97,1.19,0.86,0.84
5JOE_A.pdb,92,0.34,0.81,0.86
4O7J_A.pdb,157,0.17,0.79,0.88
2J3T_C.pdb,142,-1.23,0.72,0.91
7Y5R_A.pdb,105,0.75,0.83,0.93
1HTW_A.pdb,158,-0.68,0.75,0.8
6HNM_A.pdb,128,0.55,0.81,0.86
1U5D_A.pdb,108,0.34,0.81,0.91
1HPI_A.pdb,71,-0.53,0.76,0.94
2VZP_A.pdb,126,1.46,0.86,0.91
5O63_A.pdb,159,0.26,0.79,0.94
1UOY_A.pdb,64,0.9,0.86,0.88
3RWN_A.pdb,155,-0.41,0.76,0.77
2H5N_A.pdb,132,-0.22,0.77,0.88
6H9L_A.pdb,125,4.03,1,0.79
1BND_A.pdb,109,-0.35,0.77,0.91
6TCB_A.pdb,94,0.7,0.83,0.92
5HT7_A.pdb,82,0.16,0.81,0.97
5XLN_B.pdb,26,-1.33,0.6,0.54
4UC1_A.pdb,157,-1.78,0.69,0.83
3FD4_A.pdb,140,-0.31,0.76,0.85
3BYQ_A.pdb,183,0.2,0.79,0.85
3FAV_B.pdb,72,-0.36,0.77,0.82
8WXM_A.pdb,154,0.91,0.82,0.86
3N1E_A.pdb,140,0.12,0.79,0.86
7S5H_A.pdb,92,0.32,0.81,0.78
8FJF_A.pdb,127,3.17,0.95,0.86
2QZG_A.pdb,86,-0.89,0.74,0.86
1TUV_A.pdb,103,-0.66,0.76,0.91
7NG2_A.pdb,157,0.07,0.78,0.94
4F7H_A.pdb,135,-0.55,0.75,0.77
3SO5_A.pdb,95,-2.04,0.68,0.75
6RGN_A.pdb,93,-0.31,0.77,0.91
1EAJ_A.pdb,124,0.79,0.83,0.84
4MYM_A.pdb,148,0.65,0.81,0.81
7T5U_A.pdb,66,0.28,0.82,0.83
1W4V_A.pdb,110,0.78,0.83,0.85
2HA8_A.pdb,159,-0.77,0.74,0.93
5U78_B.pdb,122,0.24,0.8,0.87
8GAL_A.pdb,128,0.53,0.81,0.75
6TZC_B.pdb,144,-0.82,0.74,0.92
6DT3_A.pdb,140,1.24,0.85,0.82
5BUW_A.pdb,144,-0.2,0.77,0.88
5OYL_D.pdb,46,0.18,0.8,0.61
6GDX_A.pdb,107,0.37,0.81,0.91
7EPJ_A.pdb,101,-0.44,0.77,0.86
3FGH_A.pdb,67,0.49,0.83,0.75
6ON6_A.pdb,108,-0.44,0.77,0.87
4BU0_A.pdb,182,0.93,0.82,0.89
5TK8_A.pdb,191,-1.36,0.73,0.89
1QBF_A.pdb,36,-6.17,0.033,0.43
2PT5_A.pdb,163,0.51,0.8,0.85
6V0M_A.pdb,71,0.15,0.81,0.85
7RJF_A.pdb,47,0.89,0.88,0.87
5X2E_A.pdb,80,0.9,0.85,0.85
8RXA_B.pdb,92,0.1,0.8,0.87
4Z9D_A.pdb,174,0.09,0.78,0.91
3RU4_B.pdb,61,-0.47,0.76,0.74
7LGA_A.pdb,83,-0.72,0.75,0.83
5NL1_A.pdb,141,-0.61,0.75,0.9
2NBC_A.pdb,16,1.98,0.99,0.45
8OU1_A.pdb,142,-0.23,0.77,0.91
5TOU_A.pdb,162,-0.86,0.74,0.85
2ISY_A.pdb,146,0.71,0.82,0.86
1MBY_A.pdb,75,-0.92,0.74,0.62
2AUK_A.pdb,189,0.36,0.8,0.76
7KC8_A.pdb,140,-3.56,0.6,0.92
3AG7_A.pdb,105,0.69,0.83,0.91
3BSY_A.pdb,193,-0.55,0.76,0.92
4ZSI_A.pdb,166,-0.8,0.75,0.87
6H4L_A.pdb,96,0.24,0.81,0.87
3CS5_A.pdb,48,-1.79,0.58,0.49
3PVI_A.pdb,156,1.31,0.84,0.82
6QRL_B.pdb,117,1.13,0.85,0.89
5KKQ_A.pdb,147,-1.19,0.72,0.85
5FFP_A.pdb,150,-0.47,0.76,0.87
3OD8_A.pdb,84,-1.31,0.71,0.76
6G4V_A.pdb,24,-1.38,0.6,0.35
4WRI_A.pdb,171,-0.41,0.76,0.67
6GZJ_B.pdb,10,-1.44,0.59,0
3GOX_A.pdb,189,-0.4,0.76,0.91
2YY0_A.pdb,38,0.28,0.79,0.82
1S12_A.pdb,94,-0.36,0.77,0.92
8BS3_B.pdb,73,-1.07,0.73,0.87
4QYT_A.pdb,189,0.44,0.8,0.91
8F5I_A.pdb,91,0.42,0.82,0.84
4A69_C.pdb,69,-0.19,0.78,0.76
4ZHW_A.pdb,110,0.89,0.84,0.85
1GXJ_A.pdb,161,0.05,0.78,0.81
2XOL_A.pdb,168,-0.13,0.78,0.87
4R8O_A.pdb,92,-1.11,0.73,0.83
6NEP_B.pdb,84,-0.66,0.75,0.87
1U9L_A.pdb,68,1.06,0.87,0.72
2UZH_C.pdb,155,1.75,0.87,0.93
5IW9_A.pdb,123,0.39,0.8,0.83
7TZH_B.pdb,173,-1.07,0.73,0.8
4AQO_A.pdb,86,1.76,0.9,0.87
1S67_L.pdb,116,-2.19,0.67,0.84
6EVS_A.pdb,137,-0.56,0.75,0.89
4NLH_A.pdb,115,0.7,0.82,0.86
6MM2_A.pdb,99,-0.63,0.76,0.87
7VS2_A.pdb,190,-1.87,0.7,0.85
6OV1_A.pdb,118,0.15,0.79,0.85
4DT4_A.pdb,160,1.48,0.85,0.84
1V7P_B.pdb,127,-1.28,0.72,0.78
1X46_A.pdb,150,-0.55,0.75,0.92
3IG9_A.pdb,75,-0.97,0.73,0.86
3OQ2_A.pdb,99,0.32,0.81,0.85
7VZO_A.pdb,191,0.69,0.81,0.83
4JOI_C.pdb,118,-0.38,0.76,0.83
1W8I_A.pdb,153,0.2,0.79,0.85
1NYC_A.pdb,110,0.26,0.8,0.73
3BPV_A.pdb,137,1.2,0.84,0.87
6GZ8_A.pdb,133,0.62,0.82,0.88
5YKU_A.pdb,122,-0.16,0.78,0.82
1MTX_A.pdb,39,-0.43,0.71,0.65
6HJ5_A.pdb,148,0.38,0.8,0.9
1H97_A.pdb,147,0.09,0.79,0.88
3NKG_A.pdb,168,0.47,0.8,0.89
4LD3_B.pdb,16,-1.96,0.53,0
4TKC_A.pdb,118,1.68,0.88,0.95
2OGI_A.pdb,190,0.45,0.8,0.89
8JEA_A.pdb,141,0.43,0.8,0.94
6EBU_A.pdb,165,-2.23,0.68,0.83
4WV4_B.pdb,93,-0.18,0.78,0.73
3T47_A.pdb,71,0.34,0.82,0.81
4LBH_A.pdb,94,0.61,0.83,0.88
5Z2H_A.pdb,91,0.25,0.81,0.89
3QAY_A.pdb,180,0.15,0.79,0.93
3HVZ_A.pdb,63,0.42,0.83,0.91
2BNL_C.pdb,132,-0.03,0.78,0.86
3T7L_A.pdb,74,-1.36,0.71,0.89
2FPW_B.pdb,162,0.29,0.79,0.87
7KB2_A.pdb,173,0.97,0.82,0.8
3MI9_C.pdb,49,-0.76,0.69,0.45
3MAZ_A.pdb,99,1.51,0.88,0.92
7XPW_A.pdb,127,-0.03,0.78,0.88
7KMU_A.pdb,140,1.99,0.88,0.88
5U9Y_A.pdb,25,-1.25,0.61,0.63
4AEQ_A.pdb,90,0.25,0.81,0.87
5AL6_A.pdb,44,1.3,0.94,0.79
8B10_A.pdb,69,0.06,0.8,0.82
5G4D_A.pdb,79,-0.34,0.77,0.83
4H6C_A.pdb,180,1.49,0.84,0.87
5BY4_A.pdb,105,-0.06,0.79,0.92
2BTI_A.pdb,57,0.37,0.82,0.66
7ZV1_A.pdb,109,-0.82,0.75,0.9
5SUZ_A.pdb,92,-1.49,0.71,0.69
1RWJ_A.pdb,81,-0.93,0.73,0.68
5HRB_A.pdb,176,0.74,0.81,0.82
1LA4_A.pdb,34,-2.83,0.43,0.57
2A38_A.pdb,194,0.61,0.8,0.87
5YLB_A.pdb,187,0.49,0.8,0.93
2WTG_A.pdb,158,-0.27,0.77,0.9
5A9D_A.pdb,189,-0.36,0.77,0.81
3F43_A.pdb,114,0.57,0.82,0.78
5M4V_A.pdb,57,0.41,0.83,0.94
3K67_A.pdb,156,1.33,0.85,0.89
8P0Z_A.pdb,157,0.39,0.8,0.84
4YNH_A.pdb,58,0.52,0.84,0.86
4XUO_A.pdb,156,-0.28,0.77,0.92
3OP8_A.pdb,85,0.04,0.8,0.83
3HX8_A.pdb,124,-0.21,0.77,0.77
3Q87_B.pdb,164,0.16,0.79,0.92
1ELK_A.pdb,153,0.68,0.81,0.89
5X57_A.pdb,81,-0.34,0.77,0.89
4QM6_A.pdb,171,1.43,0.84,0.9
1P57_A.pdb,110,-1.01,0.74,0.85
4DKC_A.pdb,161,-0.22,0.77,0.89
8YE5_A.pdb,125,-0.26,0.77,0.86
2RHM_B.pdb,181,1.31,0.84,0.78
3DML_A.pdb,92,0.08,0.8,0.79
3NWC_A.pdb,179,0.51,0.8,0.8
2WFB_A.pdb,120,0.7,0.82,0.9
3RET_A.pdb,97,1.25,0.86,0.83
8AXJ_A.pdb,161,-1.36,0.72,0.89
2D59_A.pdb,141,1.07,0.84,0.87
2YJK_A.pdb,149,0.16,0.79,0.92
3PH1_A.pdb,180,-2.71,0.67,0.77
3ROB_A.pdb,127,-0.24,0.77,0.85
3EY5_A.pdb,172,1.02,0.83,0.82
4OOG_A.pdb,109,-1.47,0.71,0.65
2LQA_A.pdb,36,-0.15,0.74,0.74
1RFY_A.pdb,89,0.55,0.83,0.84
6H49_A.pdb,147,-0.37,0.76,0.89
5YH4_A.pdb,179,1,0.82,0.95
6C6M_A.pdb,95,-1.03,0.74,0.83
7OWC_B.pdb,95,-0.12,0.79,0.87
2QJW_A.pdb,173,1.09,0.83,0.87
2CXX_A.pdb,181,2.15,0.87,0.86
5AJJ_A.pdb,138,-0.54,0.75,0.72
3E8P_A.pdb,149,-0.68,0.75,0.87
7PZT_A.pdb,160,0.54,0.81,0.95
3KE7_A.pdb,127,-0.37,0.76,0.8
2IG3_A.pdb,127,0.75,0.82,0.88
3EGN_A.pdb,120,-0.97,0.73,0.83
3BGU_A.pdb,104,-1.41,0.72,0.83
4MTM_A.pdb,137,-0.52,0.75,0.65
3FNI_A.pdb,153,-0.2,0.77,0.76
1KQ6_A.pdb,136,0.09,0.79,0.82
5V01_A.pdb,168,0.29,0.79,0.91
4BYZ_A.pdb,194,0.56,0.8,0.92
7W50_B.pdb,154,0.78,0.82,0.92
2P0B_A.pdb,142,-1.28,0.72,0.91
4CCV_A.pdb,115,0.07,0.79,0.86
1O4T_A.pdb,115,1.43,0.86,0.91
8AE4_B.pdb,151,0.33,0.8,0.88
5KVB_A.pdb,146,-0.45,0.76,0.9
3E7L_A.pdb,60,0.14,0.8,0.8
4BL0_E.pdb,45,0.29,0.81,0.83
6S8S_B.pdb,37,-0.55,0.7,0.65
7MIA_A.pdb,146,0,0.78,0.84
8G8K_A.pdb,162,-0.41,0.76,0.91
2BKM_A.pdb,128,1.64,0.87,0.89
8BTX_A.pdb,158,-0.05,0.78,0.89
4MQ3_A.pdb,129,1.2,0.85,0.89
3NEU_A.pdb,115,1.11,0.85,0.81
3B0F_A.pdb,43,0.33,0.81,0.75
4KG3_A.pdb,138,0.92,0.83,0.84
6CFB_A.pdb,31,0.04,0.77,0.71
1LMI_A.pdb,131,-0.17,0.77,0.89
8DWL_D.pdb,23,-0.68,0.68,0.73
5V6J_A.pdb,111,-0.04,0.79,0.95
3CBQ_A.pdb,169,-0.37,0.76,0.91
3ZMD_A.pdb,148,0.36,0.8,0.87
4IIO_A.pdb,63,-0.5,0.76,0.79
3OV5_A.pdb,84,-0.64,0.76,0.8
2Q03_A.pdb,131,0.5,0.81,0.82
6HGO_A.pdb,126,-0.51,0.76,0.78
2A2L_A.pdb,145,-0.62,0.75,0.9
5E5Y_A.pdb,62,-0.11,0.79,0.95
1J5Y_A.pdb,167,1.53,0.85,0.87
4RRI_A.pdb,136,-0.27,0.77,0.94
5X7L_A.pdb,130,0.82,0.83,0.86
3H9W_A.pdb,106,-0.04,0.79,0.89
3GHF_A.pdb,100,0.53,0.82,0.81
2J1V_A.pdb,142,0.49,0.81,0.92
3PJV_D.pdb,125,-0.78,0.74,0.75
2RA6_A.pdb,141,0.81,0.82,0.88
4JE6_A.pdb,193,-0.28,0.77,0.92
8P33_D.pdb,125,-1.26,0.72,0.87
2N2G_A.pdb,33,0.71,0.84,0.83
2NCY_A.pdb,24,-1.7,0.56,0.43
2XDY_A.pdb,127,0.28,0.8,0.9
2J2J_A.pdb,182,-0.52,0.76,0.92
6K0O_A.pdb,104,-0.39,0.77,0.85
1NKD_A.pdb,59,0.45,0.83,0.8
2NUH_A.pdb,104,-0.67,0.76,0.87
3UX3_A.pdb,130,-0.05,0.78,0.86
6AC0_A.pdb,115,0.63,0.82,0.81
3C8L_A.pdb,115,-0.63,0.75,0.75
5IXU_A.pdb,102,-0.9,0.75,0.88
1POC_A.pdb,134,-1.87,0.68,0.9
7FDM_C.pdb,20,-0.96,0.65,0.85
8ECP_A.pdb,98,-0.37,0.77,0.88
1F3V_A.pdb,158,-0.86,0.74,0.81
3N7S_C.pdb,91,-1.34,0.71,0.82
7TVC_A.pdb,126,0.27,0.8,0.96
7YGW_A.pdb,102,1.04,0.85,0.86
8EV4_A.pdb,115,1.24,0.85,0.97
5ELH_A.pdb,142,-1.35,0.71,0.92
3LKX_B.pdb,54,-0.83,0.72,0.76
8U12_A.pdb,48,0.33,0.82,0.83
5COS_A.pdb,56,-0.52,0.74,0.87
6JLI_A.pdb,118,0.53,0.81,0.92
6CXT_A.pdb,71,-0.55,0.76,0.86
4M20_A.pdb,121,-1.67,0.69,0.9
4BPF_A.pdb,85,0.84,0.85,0.81
1GH2_A.pdb,107,-0.5,0.76,0.92
4UQW_A.pdb,163,-0.32,0.77,0.89
2R1J_L.pdb,66,-0.29,0.78,0.84
1VCD_A.pdb,126,0.58,0.81,0.91
2D4U_A.pdb,167,-0.56,0.76,0.87
5BQ5_A.pdb,177,1.41,0.84,0.88
2CHC_A.pdb,169,0.01,0.78,0.92
1VQS_A.pdb,106,-0.1,0.78,0.9
4QXZ_A.pdb,146,1.63,0.86,0.89
4AGR_B.pdb,144,0.46,0.8,0.93
4GDO_A.pdb,42,1.82,1,0.82
3E0H_A.pdb,149,0.91,0.83,0.85
1FPO_A.pdb,171,1.49,0.85,0.84
3V1A_A.pdb,48,0.73,0.87,0.76
1F94_A.pdb,63,-0.36,0.77,0.85
3C6V_A.pdb,140,1.34,0.85,0.85
1GUR_A.pdb,34,-4.18,0.27,0.54
1EJF_A.pdb,110,-1.26,0.72,0.9
1BAI_A.pdb,124,-2.31,0.66,0.72
4EAI_A.pdb,100,-0.08,0.79,0.81
4WLS_A.pdb,108,1.92,0.89,0.75
8F60_C.pdb,106,-1.21,0.72,0.81
2OX1_A.pdb,196,0.81,0.81,0.91
4AAZ_A.pdb,47,-0.04,0.78,0.86
1N8V_A.pdb,101,0.32,0.81,0.74
4YTL_A.pdb,97,2.07,0.91,0.89
2DYI_A.pdb,162,1.18,0.84,0.86
5WK0_A.pdb,156,-0.93,0.73,0.89
6A02_A.pdb,170,-0.31,0.77,0.9
5YHY_A.pdb,146,0.51,0.81,0.83
1AMX_A.pdb,150,-0.59,0.75,0.92
6TQP_A.pdb,142,-0.42,0.76,0.89
4GDZ_A.pdb,147,0.85,0.82,0.9
7R5Z_A.pdb,142,0.28,0.8,0.91
8SBM_B.pdb,126,1.01,0.84,0.87
2XEU_A.pdb,64,0.05,0.8,0.8
4LDA_A.pdb,124,-0.66,0.75,0.86
8R79_A.pdb,60,0.11,0.8,0.83
1UB9_A.pdb,100,-0.46,0.77,0.89
3NMD_A.pdb,52,1.54,0.95,0.85
4N3Y_B.pdb,83,2.44,0.95,0.85
4GYM_B.pdb,137,-0.91,0.73,0.76
2H30_A.pdb,149,0.03,0.78,0.83
3CNU_A.pdb,110,1.69,0.88,0.93
2EBE_A.pdb,106,0.81,0.83,0.88
4B6I_A.pdb,100,-0.76,0.75,0.9
2FSD_A.pdb,110,1.28,0.86,0.94
3HV2_A.pdb,136,0.47,0.81,0.88
7RFD_A.pdb,168,-0.08,0.78,0.87
1ALY_A.pdb,146,-3.6,0.6,0.82
4BSX_A.pdb,141,0.42,0.8,0.88
5MKI_A.pdb,70,0.05,0.8,0.79
3PFT_A.pdb,156,0.24,0.79,0.88
4V1K_A.pdb,129,0.6,0.82,0.88
4I6X_A.pdb,117,1.28,0.86,0.9
3TXS_A.pdb,89,0.8,0.84,0.84
6D9O_A.pdb,31,-0.05,0.76,0.76
2BDR_A.pdb,159,0.63,0.81,0.85
7ACM_A.pdb,173,0.28,0.79,0.83
2D7V_A.pdb,152,0.04,0.78,0.85
6WXO_A.pdb,172,3.2,0.92,0.82
1C4E_A.pdb,34,-3.4,0.36,0.65
2NS9_A.pdb,152,0.69,0.81,0.86
4G3V_A.pdb,162,0.81,0.82,0.92
2M61_A.pdb,13,1.17,0.9,1
2OXL_A.pdb,61,0.02,0.8,0.83
3WWL_A.pdb,53,1.63,0.94,0.82
6FMG_A.pdb,140,-0.76,0.74,0.88
1WLU_A.pdb,117,0.63,0.82,0.92
7LOG_A.pdb,161,0.43,0.8,0.89
8AQR_A.pdb,58,1.23,0.9,0.82
4EIC_A.pdb,93,1.5,0.88,0.91
3LOI_A.pdb,161,1.21,0.84,0.92
5CWF_A.pdb,177,4.07,0.96,0.83
7A3C_A.pdb,61,-0.6,0.75,0.8
1ZKI_A.pdb,120,-0.83,0.74,0.84
4XH7_A.pdb,110,0.69,0.82,0.92
5WST_A.pdb,71,3.2,1,0.8
5DZO_A.pdb,107,0.47,0.82,0.89
4XPX_A.pdb,130,-0.47,0.76,0.94
3D5P_A.pdb,131,-1.01,0.73,0.92
1CTI_A.pdb,29,-0.89,0.66,0.6
6OKH_A.pdb,178,1.18,0.83,0.9
6APP_B.pdb,64,0.56,0.83,0.84
2NSC_A.pdb,109,-0.06,0.79,0.7
8B46_D.pdb,26,-0.11,0.75,0.71
3HK4_A.pdb,114,0.87,0.83,0.86
2QEA_A.pdb,156,0.24,0.79,0.85
1Y55_X.pdb,120,0.87,0.83,0.77
3W6B_A.pdb,160,-0.54,0.75,0.93
5MDU_A.pdb,153,0.96,0.83,0.92
5FVK_A.pdb,82,-0.03,0.79,0.83
3T8Y_A.pdb,134,0.58,0.81,0.93
6A2W_A.pdb,166,0.5,0.8,0.78
2I8T_A.pdb,149,0.11,0.79,0.85
4YY2_A.pdb,99,2.56,0.93,0.82
1M4J_A.pdb,133,-0.41,0.76,0.9
2WY3_B.pdb,137,-0.04,0.78,0.81
4M1A_A.pdb,106,0.99,0.84,0.93
5CYW_B.pdb,149,-0.61,0.75,0.93
5XYF_B.pdb,23,-0.43,0.71,0.64
2OZJ_A.pdb,106,-0.91,0.74,0.79
4CGQ_A.pdb,88,-0.43,0.77,0.77
3P8C_F.pdb,156,-0.43,0.76,0.77
1TN3_A.pdb,137,-1.62,0.7,0.84
3S4E_A.pdb,144,0.37,0.8,0.88
6NKL_A.pdb,134,-1.11,0.72,0.89
7KRI_A.pdb,127,-0.67,0.75,0.74
2YXB_A.pdb,134,1.12,0.84,0.84
1OTG_A.pdb,125,-0.55,0.75,0.91
3KHE_B.pdb,191,0.5,0.8,0.82
3VWB_A.pdb,116,-0.57,0.75,0.84
8BZ2_A.pdb,83,0.59,0.83,0.88
3JTN_A.pdb,89,0.3,0.81,0.84
2J4B_B.pdb,133,-0.76,0.74,0.87
3K1S_A.pdb,103,-0.49,0.77,0.78
7BQG_A.pdb,85,1.56,0.89,0.77
3HUH_A.pdb,124,0.34,0.8,0.91
5JBN_A.pdb,160,0.49,0.8,0.85
3KB2_A.pdb,170,-1.07,0.73,0.83
2Y43_A.pdb,89,-2.65,0.63,0.87
7R79_A.pdb,76,-0.98,0.73,0.82
3GA4_A.pdb,156,1.26,0.84,0.9
3GY9_A.pdb,144,-0.78,0.74,0.81
5JPH_A.pdb,133,0.04,0.78,0.77
2FP1_A.pdb,165,0.66,0.81,0.9
5UM7_A.pdb,140,-0.91,0.73,0.89
6HYF_B.pdb,100,0.16,0.8,0.8
2C1D_B.pdb,137,0.2,0.79,0.9
3PGZ_B.pdb,114,-0.28,0.77,0.84
3GDW_A.pdb,124,0.14,0.79,0.81
3BRN_A.pdb,153,0.28,0.79,0.92
2I88_A.pdb,178,-0.72,0.75,0.91
2GBB_A.pdb,152,0.75,0.82,0.89
1IM3_D.pdb,95,0.43,0.82,0.94
2IGL_A.pdb,116,0.01,0.79,0.88
2KNP_A.pdb,33,0.82,0.86,0.95
5Z1N_A.pdb,166,-1.08,0.73,0.84
3ROF_A.pdb,158,0.68,0.81,0.9
3KXT_A.pdb,56,1.33,0.91,0.8
2D58_A.pdb,107,-0.53,0.76,0.78
7CFF_A.pdb,156,-1.92,0.68,0.85
3B42_A.pdb,126,-0.12,0.78,0.89
2IYG_A.pdb,109,-0.15,0.78,0.84
3FV6_A.pdb,145,-0.42,0.76,0.88
6SJ5_A.pdb,112,-0.17,0.78,0.82
1QUZ_A.pdb,34,-0.06,0.75,0.68
3OSE_A.pdb,100,0.16,0.8,0.81
7KOS_A.pdb,149,0.56,0.81,0.91
1VZJ_A.pdb,25,-0.84,0.66,0.67
5TW9_A.pdb,63,-0.31,0.77,0.89
1GYO_A.pdb,106,-1.09,0.73,0.86
4BEG_A.pdb,178,1.97,0.87,0.92
4U7I_A.pdb,93,0.88,0.84,0.83
4MEJ_A.pdb,167,0.12,0.79,0.93
3UEB_A.pdb,102,1.68,0.88,0.82
4QT6_A.pdb,154,0.11,0.79,0.94
3D8P_B.pdb,157,0.3,0.79,0.86
7Y6B_A.pdb,72,0.84,0.85,0.85
7RJJ_A.pdb,117,0.24,0.8,0.82
